task_id,scenario,seed,model,proposal_state,proposal_choice,protected_oracle_choice,response_valid,format_normalized,certificate_fields_valid,valid_repair_certificate,recommended_policy_id,error
portfolio-budget_only-120017,budget_only,120017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_B,
portfolio-budget_only-120017,budget_only,120017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_F,True,True,True,True,plan_B,
portfolio-budget_only-120017,budget_only,120017,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_F,True,True,True,False,plan_F,
portfolio-budget_only-120018,budget_only,120018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-budget_only-120018,budget_only,120018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_F,True,True,True,True,plan_F,
portfolio-budget_only-120018,budget_only,120018,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_F,True,True,True,False,plan_F,
portfolio-budget_only-120019,budget_only,120019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_B,
portfolio-budget_only-120019,budget_only,120019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_C,True,True,True,True,plan_E,
portfolio-budget_only-120019,budget_only,120019,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_C,True,True,True,False,plan_C,
portfolio-budget_only-120020,budget_only,120020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-budget_only-120020,budget_only,120020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_C,True,True,True,True,plan_D,
portfolio-budget_only-120020,budget_only,120020,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_C,True,True,True,False,plan_C,
portfolio-budget_only-120021,budget_only,120021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_A,plan_A,True,True,True,False,plan_B,
portfolio-budget_only-120021,budget_only,120021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_A,True,True,True,True,plan_B,
portfolio-budget_only-120021,budget_only,120021,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_A,True,True,True,False,plan_A,
portfolio-budget_only-120022,budget_only,120022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_B,
portfolio-budget_only-120022,budget_only,120022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_B,True,True,True,True,plan_B,
portfolio-budget_only-120022,budget_only,120022,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_B,True,True,True,False,plan_B,
portfolio-budget_only-120023,budget_only,120023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-budget_only-120023,budget_only,120023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_C,True,True,True,True,plan_C,
portfolio-budget_only-120023,budget_only,120023,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_C,True,True,True,False,plan_C,
portfolio-budget_only-120024,budget_only,120024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-budget_only-120024,budget_only,120024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_G,True,True,True,True,plan_G,
portfolio-budget_only-120024,budget_only,120024,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_G,True,True,True,False,plan_G,
portfolio-budget_only-120025,budget_only,120025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_C,
portfolio-budget_only-120025,budget_only,120025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_D,True,True,True,True,plan_C,
portfolio-budget_only-120025,budget_only,120025,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_D,True,True,True,False,plan_D,
portfolio-budget_only-120026,budget_only,120026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-budget_only-120026,budget_only,120026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_F,True,True,True,True,plan_F,
portfolio-budget_only-120026,budget_only,120026,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_F,True,True,True,False,plan_F,
portfolio-budget_only-120027,budget_only,120027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_D,
portfolio-budget_only-120027,budget_only,120027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_E,True,True,True,True,plan_E,
portfolio-budget_only-120027,budget_only,120027,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_E,True,True,True,False,plan_E,
portfolio-budget_only-120028,budget_only,120028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_B,
portfolio-budget_only-120028,budget_only,120028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_B,True,True,True,True,plan_B,
portfolio-budget_only-120028,budget_only,120028,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_B,True,True,True,False,plan_B,
portfolio-budget_only-120029,budget_only,120029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_C,
portfolio-budget_only-120029,budget_only,120029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_F,True,True,True,True,plan_C,
portfolio-budget_only-120029,budget_only,120029,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_F,True,True,True,False,plan_C,
portfolio-budget_only-120030,budget_only,120030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_A,plan_A,True,True,True,False,plan_E,
portfolio-budget_only-120030,budget_only,120030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_A,True,True,True,True,plan_A,
portfolio-budget_only-120030,budget_only,120030,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_A,True,True,True,False,plan_A,
portfolio-budget_only-120031,budget_only,120031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_C,
portfolio-budget_only-120031,budget_only,120031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_C,
portfolio-budget_only-120031,budget_only,120031,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120032,coverage_only,120032,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120032,coverage_only,120032,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120032,coverage_only,120032,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120033,coverage_only,120033,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120033,coverage_only,120033,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120033,coverage_only,120033,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120034,coverage_only,120034,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120034,coverage_only,120034,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120034,coverage_only,120034,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120035,coverage_only,120035,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_F,
portfolio-coverage_only-120035,coverage_only,120035,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_G,True,True,True,True,plan_G,
portfolio-coverage_only-120035,coverage_only,120035,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_G,True,True,True,False,plan_G,
portfolio-coverage_only-120036,coverage_only,120036,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_D,
portfolio-coverage_only-120036,coverage_only,120036,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_D,True,True,True,True,plan_D,
portfolio-coverage_only-120036,coverage_only,120036,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_D,True,True,True,False,plan_D,
portfolio-coverage_only-120037,coverage_only,120037,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_A,
portfolio-coverage_only-120037,coverage_only,120037,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_F,True,True,True,True,plan_A,
portfolio-coverage_only-120037,coverage_only,120037,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120038,coverage_only,120038,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_C,
portfolio-coverage_only-120038,coverage_only,120038,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_D,True,True,True,True,plan_B,
portfolio-coverage_only-120038,coverage_only,120038,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_D,True,True,True,False,plan_G,
portfolio-coverage_only-120039,coverage_only,120039,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_A,plan_A,True,True,False,False,plan_D,
portfolio-coverage_only-120039,coverage_only,120039,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_A,True,True,True,True,plan_D,
portfolio-coverage_only-120039,coverage_only,120039,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_A,True,True,True,False,plan_A,
portfolio-coverage_only-120040,coverage_only,120040,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120040,coverage_only,120040,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_C,True,True,True,True,plan_D,
portfolio-coverage_only-120040,coverage_only,120040,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120041,coverage_only,120041,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_G,
portfolio-coverage_only-120041,coverage_only,120041,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_D,True,True,True,True,plan_G,
portfolio-coverage_only-120041,coverage_only,120041,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_D,True,True,True,False,plan_D,
portfolio-coverage_only-120042,coverage_only,120042,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_A,plan_A,True,True,True,False,plan_A,
portfolio-coverage_only-120042,coverage_only,120042,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_A,True,True,True,True,plan_A,
portfolio-coverage_only-120042,coverage_only,120042,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_A,True,True,True,False,plan_A,
portfolio-coverage_only-120043,coverage_only,120043,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_F,
portfolio-coverage_only-120043,coverage_only,120043,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_D,True,True,True,True,plan_F,
portfolio-coverage_only-120043,coverage_only,120043,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_D,True,True,True,False,plan_B,
portfolio-coverage_only-120044,coverage_only,120044,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_B,
portfolio-coverage_only-120044,coverage_only,120044,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_E,True,True,True,True,plan_B,
portfolio-coverage_only-120044,coverage_only,120044,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_E,True,True,True,False,plan_E,
portfolio-coverage_only-120045,coverage_only,120045,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_G,
portfolio-coverage_only-120045,coverage_only,120045,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_D,True,True,True,True,plan_D,
portfolio-coverage_only-120045,coverage_only,120045,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_D,True,True,True,False,plan_D,
portfolio-coverage_only-120046,coverage_only,120046,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120046,coverage_only,120046,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_F,
portfolio-coverage_only-120046,coverage_only,120046,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120047,coverage_only,120047,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_B,
portfolio-coverage_only-120047,coverage_only,120047,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_B,True,True,True,True,plan_B,
portfolio-coverage_only-120047,coverage_only,120047,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_B,True,True,True,False,plan_B,
portfolio-coverage_only-120048,coverage_only,120048,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_A,
portfolio-coverage_only-120048,coverage_only,120048,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_E,True,True,True,True,plan_E,
portfolio-coverage_only-120048,coverage_only,120048,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_E,True,True,True,False,plan_C,
portfolio-coverage_only-120049,coverage_only,120049,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120049,coverage_only,120049,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120049,coverage_only,120049,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120050,coverage_only,120050,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_F,
portfolio-coverage_only-120050,coverage_only,120050,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120050,coverage_only,120050,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120051,coverage_only,120051,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120051,coverage_only,120051,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_F,True,True,True,True,plan_B,
portfolio-coverage_only-120051,coverage_only,120051,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120052,coverage_only,120052,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120052,coverage_only,120052,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_F,True,True,True,True,plan_E,
portfolio-coverage_only-120052,coverage_only,120052,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120053,coverage_only,120053,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_B,
portfolio-coverage_only-120053,coverage_only,120053,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_B,True,True,True,True,plan_B,
portfolio-coverage_only-120053,coverage_only,120053,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_B,True,True,True,False,plan_B,
portfolio-coverage_only-120054,coverage_only,120054,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
